CO/hr,C6H6-micgr/m3/hr,NMHC/hr,NOx-ppb/hr,NOx/hr,NO2-micgr/m3/hr,NO2/hr,O3/hr,temperatura°C,umidade_relativa,umidade_absoluta,dia_semana,hour,one-hot__dia_semana_0.0,one-hot__dia_semana_1.0,one-hot__dia_semana_2.0,one-hot__dia_semana_3.0,one-hot__dia_semana_4.0,one-hot__dia_semana_5.0,one-hot__dia_semana_6.0,one-hot__hour_0.0,one-hot__hour_1.0,one-hot__hour_2.0,one-hot__hour_4.0,one-hot__hour_5.0,one-hot__hour_6.0,one-hot__hour_7.0,one-hot__hour_8.0,one-hot__hour_9.0,one-hot__hour_10.0,one-hot__hour_11.0,one-hot__hour_12.0,one-hot__hour_13.0,one-hot__hour_14.0,one-hot__hour_15.0,one-hot__hour_16.0,one-hot__hour_17.0,one-hot__hour_18.0,one-hot__hour_19.0,one-hot__hour_20.0,one-hot__hour_21.0,one-hot__hour_22.0,one-hot__hour_23.0,minmax__CO/hr,minmax__C6H6-micgr/m3/hr,minmax__NMHC/hr,minmax__NOx-ppb/hr,minmax__NOx/hr,minmax__NO2-micgr/m3/hr,minmax__NO2/hr,minmax__O3/hr,minmax__temperatura°C,minmax__umidade_relativa,minmax__umidade_absoluta,cluster
1106.0,14.2,1122.0,202.0,783.0,115.0,1813.0,1202.0,25.5,34.1,1.0968,2.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5334143377885782,0.6192660550458714,0.7305122494432071,0.37243947858473,0.4057142857142857,0.5305164319248826,0.6981566820276499,0.5933333333333334,0.6048565121412803,0.3132075471698113,0.4569868229871235,0
1018.0,10.4,992.0,102.0,839.0,96.0,1710.0,1103.0,24.7,39.3,1.2065,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264884568651276,0.4449541284403669,0.5857461024498886,0.186219739292365,0.4697142857142858,0.4413145539906103,0.6388248847926268,0.5273333333333333,0.58719646799117,0.3786163522012579,0.5119494964677589,0
919.0,7.5,880.0,70.0,915.0,86.0,1628.0,1013.0,24.2,39.5,1.1764,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3061968408262453,0.3119266055045872,0.4610244988864141,0.1266294227188082,0.5565714285714287,0.3943661971830985,0.5915898617511521,0.4673333333333334,0.576158940397351,0.3811320754716981,0.4968685805902099,1
807.0,3.5,681.0,41.0,1092.0,65.0,1435.0,765.0,24.8,37.8,1.1639,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701093560145807,0.128440366972477,0.2394209354120267,0.0726256983240223,0.7588571428571429,0.2957746478873239,0.4804147465437788,0.302,0.5894039735099338,0.359748427672956,0.4906057417706297,1
789.0,2.6,623.0,36.0,1146.0,53.0,1407.0,663.0,22.0,44.3,1.1553,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482381530984203,0.0871559633027523,0.1748329621380846,0.0633147113594041,0.8205714285714287,0.2394366197183098,0.4642857142857142,0.234,0.5275938189845475,0.4415094339622641,0.4862969086627586,1
825.0,4.0,709.0,68.0,1050.0,74.0,1491.0,813.0,19.3,51.4,1.1364,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1919805589307411,0.1513761467889908,0.2706013363028953,0.1229050279329609,0.7108571428571431,0.3380281690140845,0.5126728110599079,0.3340000000000001,0.467991169977925,0.5308176100628931,0.4768274963675535,1
912.0,7.0,858.0,92.0,923.0,69.0,1608.0,894.0,19.8,50.4,1.1525,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976913730255163,0.2889908256880734,0.4365256124721602,0.1675977653631284,0.5657142857142858,0.3145539906103286,0.5800691244239631,0.388,0.479028697571744,0.5182389937106918,0.4848940327671728,1
1250.0,21.5,1336.0,298.0,632.0,148.0,2104.0,1506.0,25.6,35.8,1.1548,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083839611178614,0.9541284403669724,0.9688195991091314,0.5512104283054003,0.2331428571428571,0.6854460093896714,0.8657834101382489,0.796,0.6070640176600443,0.3345911949685535,0.4860463951099755,0
1096.0,13.1,1087.0,120.0,801.0,111.0,1759.0,910.0,35.9,19.6,1.1422,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212636695018226,0.5688073394495412,0.6915367483296214,0.2197392923649906,0.4262857142857143,0.5117370892018779,0.6670506912442398,0.3986666666666667,0.8344370860927153,0.1308176100628931,0.4797334535798387,0
1093.0,13.3,1094.0,108.0,797.0,110.0,1769.0,912.0,37.2,18.2,1.1389,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5176184690157958,0.5779816513761468,0.6993318485523384,0.1973929236499069,0.4217142857142857,0.5070422535211268,0.6728110599078341,0.4,0.8631346578366447,0.1132075471698113,0.4780800641314695,0
1027.0,12.5,1066.0,109.0,837.0,110.0,1689.0,814.0,37.3,16.6,1.0435,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4374240583232077,0.5412844036697246,0.6681514476614699,0.1992551210428305,0.4674285714285714,0.5070422535211268,0.6267281105990783,0.3346666666666666,0.8653421633554084,0.0930817610062893,0.4302820782604339,0
1026.0,13.0,1085.0,124.0,848.0,116.0,1654.0,1341.0,37.4,14.9,0.9413,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4362089914945321,0.5642201834862385,0.6893095768374163,0.2271880819366853,0.48,0.5352112676056338,0.6065668202764978,0.686,0.8675496688741722,0.0716981132075471,0.3790771080715467,0
1015.0,12.3,1062.0,127.0,877.0,120.0,1668.0,847.0,36.4,15.1,0.9005,5.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228432563791008,0.5321100917431192,0.66369710467706,0.2327746741154562,0.5131428571428573,0.5539906103286385,0.61463133640553,0.3566666666666667,0.8454746136865342,0.0742138364779874,0.3586352021644371,0
1028.0,15.2,1155.0,185.0,832.0,142.0,1691.0,925.0,35.4,14.7,0.8323,5.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4386391251518832,0.665137614678899,0.767260579064588,0.3407821229050279,0.4617142857142858,0.6572769953051643,0.6278801843317972,0.4086666666666667,0.8233995584988962,0.0691823899371069,0.3244651535648079,0
1074.0,19.1,1270.0,230.0,776.0,146.0,1833.0,1087.0,34.2,14.2,0.7502,5.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4945321992709598,0.8440366972477064,0.8953229398663697,0.4245810055865922,0.3977142857142857,0.676056338028169,0.7096774193548387,0.5166666666666667,0.7969094922737308,0.0628930817610062,0.2833308281978055,0
1124.0,19.7,1289.0,265.0,765.0,153.0,1863.0,1132.0,31.1,18.7,0.8302,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5552855407047387,0.8715596330275228,0.9164810690423164,0.4897579143389199,0.3851428571428572,0.7089201877934272,0.7269585253456221,0.5466666666666666,0.728476821192053,0.1194968553459119,0.3234129966431184,0
1111.0,18.6,1256.0,261.0,765.0,158.0,1851.0,1197.0,29.1,22.0,0.8702,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5394896719319561,0.8211009174311926,0.8797327394209354,0.4823091247672253,0.3851428571428572,0.7323943661971831,0.7200460829493087,0.59,0.6843267108167771,0.1610062893081761,0.3434540808657748,0
1062.0,16.1,1183.0,219.0,794.0,140.0,1731.0,1229.0,27.2,22.5,0.7962,5.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4799513973268529,0.7064220183486238,0.7984409799554565,0.404096834264432,0.4182857142857143,0.647887323943662,0.650921658986175,0.6113333333333334,0.642384105960265,0.1672955974842767,0.3063780750538604,0
1072.0,15.0,1148.0,180.0,805.0,127.0,1683.0,1171.0,25.3,24.6,0.7796,5.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4921020656136087,0.6559633027522935,0.7594654788418708,0.3314711359404096,0.4308571428571429,0.5868544600938967,0.6232718894009217,0.5726666666666667,0.6004415011037528,0.1937106918238994,0.298061025101458,0
936.0,7.3,871.0,108.0,990.0,97.0,1430.0,921.0,24.9,27.2,0.8429,5.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3268529769137301,0.3027522935779816,0.4510022271714922,0.1973929236499069,0.6422857142857143,0.4460093896713615,0.4775345622119816,0.406,0.5916114790286976,0.2264150943396226,0.3297760408838118,1
988.0,8.9,937.0,98.0,894.0,91.0,1543.0,1008.0,23.5,32.2,0.922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3900364520048601,0.3761467889908257,0.5244988864142538,0.1787709497206704,0.5325714285714287,0.4178403755868544,0.5426267281105992,0.4639999999999999,0.5607064017660044,0.289308176100629,0.3694072849341149,2
924.0,6.6,839.0,57.0,957.0,68.0,1453.0,849.0,23.5,32.7,0.9349,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122721749696232,0.2706422018348624,0.4153674832962137,0.1024208566108007,0.6045714285714288,0.3098591549295774,0.4907834101382488,0.358,0.5607064017660044,0.2955974842767296,0.3758705345959216,2
839.0,4.3,725.0,36.0,1052.0,52.0,1368.0,668.0,24.1,32.0,0.9467,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089914945321992,0.165137614678899,0.2884187082405345,0.0633147113594041,0.7131428571428573,0.2347417840375587,0.4418202764976959,0.2373333333333333,0.5739514348785872,0.2867924528301887,0.3817826544416053,2
853.0,4.1,716.0,45.0,1047.0,58.0,1414.0,707.0,20.8,40.2,0.9725,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2260024301336572,0.1559633027522935,0.2783964365256124,0.0800744878957169,0.7074285714285715,0.2629107981220657,0.4683179723502305,0.2633333333333333,0.501103752759382,0.3899371069182391,0.3947091537652187,2
918.0,6.0,810.0,87.0,936.0,78.0,1524.0,939.0,18.8,46.6,1.0027,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3049817739975698,0.2431192660550458,0.3830734966592427,0.1582867783985102,0.5805714285714287,0.3568075117370892,0.5316820276497696,0.418,0.456953642384106,0.4704402515723271,0.4098401723533242,2
890.0,5.6,791.0,62.0,950.0,61.0,1489.0,886.0,19.8,46.0,1.0524,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2709599027946535,0.2247706422018348,0.3619153674832962,0.111731843575419,0.5965714285714288,0.2769953051643192,0.5115207373271891,0.3826666666666667,0.479028697571744,0.4628930817610063,0.434741219499975,2
865.0,4.8,752.0,65.0,996.0,64.0,1451.0,837.0,21.3,42.3,1.0625,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2405832320777642,0.1880733944954128,0.3184855233853007,0.1173184357541899,0.6491428571428572,0.2910798122065727,0.4896313364055299,0.35,0.512141280353201,0.4163522012578616,0.4398015932661957,2
1003.0,8.9,937.0,125.0,850.0,81.0,1622.0,1005.0,21.3,41.8,1.0449,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082624544349938,0.3761467889908257,0.5244988864142538,0.2290502793296089,0.4822857142857144,0.3708920187793427,0.5881336405529953,0.4619999999999999,0.512141280353201,0.410062893081761,0.4309835162082268,2
1123.0,13.1,1088.0,157.0,746.0,92.0,1789.0,1191.0,24.0,36.6,1.0772,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554070473876063,0.5688073394495412,0.6926503340757239,0.2886405959031657,0.3634285714285715,0.4225352112676056,0.6843317972350231,0.586,0.5717439293598234,0.3446540880503145,0.4471666917180219,2
1146.0,14.1,1119.0,171.0,746.0,101.0,1823.0,1200.0,27.2,30.7,1.0884,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5820170109356014,0.6146788990825687,0.7271714922048996,0.3147113594040968,0.3634285714285715,0.4647887323943662,0.7039170506912442,0.592,0.642384105960265,0.2704402515723271,0.4527781953003658,2
1110.0,11.2,1021.0,119.0,820.0,96.0,1724.0,971.0,32.3,23.6,1.1271,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5382746051032806,0.4816513761467889,0.6180400890868597,0.217877094972067,0.448,0.4413145539906103,0.646889400921659,0.4393333333333333,0.7549668874172185,0.1811320754716981,0.4721679442857859,2
1126.0,10.0,979.0,110.0,849.0,101.0,1700.0,907.0,31.9,25.8,1.2023,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5577156743620898,0.4266055045871559,0.5712694877505567,0.2011173184357542,0.4811428571428571,0.4647887323943662,0.6330645161290323,0.3966666666666667,0.7461368653421634,0.2088050314465409,0.50984518262438,2
1067.0,9.6,962.0,95.0,860.0,91.0,1658.0,802.0,35.1,21.8,1.2093,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4860267314702308,0.4082568807339449,0.552338530066815,0.1731843575418994,0.4937142857142858,0.4178403755868544,0.6088709677419355,0.3266666666666666,0.8167770419426049,0.1584905660377359,0.5133523723633449,2
1008.0,7.2,866.0,58.0,937.0,68.0,1573.0,695.0,36.0,20.5,1.1995,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143377885783718,0.2981651376146789,0.4454342984409799,0.1042830540037244,0.5817142857142859,0.3098591549295774,0.5599078341013826,0.2553333333333333,0.8366445916114791,0.1421383647798742,0.5084423067287941,2
1062.0,8.6,924.0,69.0,892.0,76.0,1683.0,777.0,37.0,20.1,1.2423,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799513973268529,0.3623853211009174,0.510022271714922,0.1247672253258845,0.5302857142857145,0.3474178403755868,0.6232718894009217,0.31,0.858719646799117,0.1371069182389937,0.5298862668470364,2
1082.0,9.0,939.0,76.0,869.0,84.0,1678.0,818.0,36.4,21.0,1.2515,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042527339003645,0.3807339449541284,0.5267260579064587,0.1378026070763501,0.504,0.3849765258215962,0.6203917050691243,0.3373333333333334,0.8454746136865342,0.1484276729559748,0.5344957162182474,2
1042.0,7.9,897.0,63.0,901.0,76.0,1605.0,681.0,35.2,22.6,1.267,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4556500607533412,0.3302752293577982,0.4799554565701558,0.1135940409683426,0.5405714285714287,0.3474178403755868,0.5783410138248848,0.2459999999999999,0.8189845474613687,0.1685534591194969,0.5422616363545267,2
1022.0,6.2,823.0,51.0,964.0,61.0,1599.0,631.0,32.5,27.6,1.3229,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4313487241798298,0.2522935779816513,0.3975501113585745,0.0912476722532588,0.6125714285714288,0.2769953051643192,0.5748847926267282,0.2126666666666666,0.7593818984547462,0.2314465408805031,0.5702690515556892,2
1024.0,6.3,828.0,46.0,936.0,52.0,1601.0,641.0,29.1,35.1,1.3919,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4337788578371809,0.2568807339449541,0.4031180400890868,0.0819366852886405,0.5805714285714287,0.2347417840375587,0.5760368663594471,0.2193333333333333,0.6843267108167771,0.3257861635220126,0.6048399218397715,2
1048.0,6.3,828.0,52.0,922.0,59.0,1618.0,683.0,26.9,39.7,1.3898,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4629404617253948,0.2568807339449541,0.4031180400890868,0.0931098696461825,0.5645714285714287,0.2676056338028169,0.5858294930875576,0.2473333333333333,0.6357615894039735,0.3836477987421384,0.6037877649180821,2
1153.0,11.2,1022.0,84.0,765.0,89.0,1806.0,1013.0,26.1,42.2,1.4039,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5905224787363305,0.4816513761467889,0.6191536748329621,0.1527001862197393,0.3851428571428572,0.4084507042253521,0.6941244239631337,0.4673333333333334,0.6181015452538632,0.4150943396226416,0.6108522471065685,2
1195.0,12.8,1077.0,130.0,731.0,113.0,1860.0,1151.0,25.5,43.8,1.4095,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6415552855407046,0.5550458715596329,0.6804008908685969,0.2383612662942272,0.3462857142857143,0.5211267605633803,0.7252304147465438,0.5593333333333333,0.6048565121412803,0.4352201257861635,0.6136579988977404,2
1245.0,13.2,1091.0,147.0,734.0,112.0,1870.0,1134.0,24.9,45.6,1.4135,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7023086269744835,0.5733944954128439,0.6959910913140311,0.2700186219739292,0.3497142857142858,0.5164319248826291,0.7309907834101383,0.548,0.5916114790286976,0.4578616352201259,0.615662107320006,2
1086.0,9.2,946.0,126.0,847.0,89.0,1729.0,945.0,25.2,45.2,1.4262,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5091130012150668,0.3899082568807339,0.5345211581291759,0.2309124767225326,0.4788571428571429,0.4084507042253521,0.6497695852534562,0.422,0.598233995584989,0.4528301886792454,0.6220251515606994,1
972.0,5.8,804.0,47.0,955.0,53.0,1620.0,734.0,25.4,45.5,1.457,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3705953827460509,0.2339449541284403,0.376391982182628,0.0837988826815642,0.6022857142857143,0.2394366197183098,0.5869815668202765,0.2813333333333333,0.6026490066225165,0.4566037735849056,0.637456786412145,1
880.0,3.4,677.0,24.0,1109.0,36.0,1500.0,554.0,26.2,43.6,1.4599,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588092345078979,0.1238532110091742,0.2349665924276168,0.0409683426443202,0.7782857142857145,0.1596244131455399,0.5178571428571428,0.1613333333333333,0.620309050772627,0.4327044025157234,0.6389097650182876,1
879.0,3.1,658.0,25.0,1121.0,39.0,1511.0,564.0,24.4,48.3,1.4499,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575941676792223,0.110091743119266,0.2138084632516703,0.0428305400372439,0.792,0.1737089201877934,0.5241935483870968,0.168,0.5805739514348786,0.4918238993710692,0.6338994939626234,1
842.0,2.2,597.0,21.0,1237.0,33.0,1444.0,512.0,23.3,51.0,1.4346,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212636695018226,0.0688073394495412,0.1458797327394209,0.0353817504655493,0.9245714285714288,0.1455399061032864,0.4855990783410138,0.1333333333333333,0.5562913907284769,0.5257861635220127,0.6262337792474574,1
