CO/hr,C6H6-micgr/m3/hr,NMHC/hr,NOx-ppb/hr,NOx/hr,NO2-micgr/m3/hr,NO2/hr,03/hr,temperatura°C,umidade_relativa,umidade_absoluta,dia_semana,hour,one-hot__dia_semana_0.0,one-hot__dia_semana_1.0,one-hot__dia_semana_2.0,one-hot__dia_semana_3.0,one-hot__dia_semana_4.0,one-hot__dia_semana_5.0,one-hot__dia_semana_6.0,one-hot__hour_0.0,one-hot__hour_1.0,one-hot__hour_2.0,one-hot__hour_4.0,one-hot__hour_5.0,one-hot__hour_6.0,one-hot__hour_7.0,one-hot__hour_8.0,one-hot__hour_9.0,one-hot__hour_10.0,one-hot__hour_11.0,one-hot__hour_12.0,one-hot__hour_13.0,one-hot__hour_14.0,one-hot__hour_15.0,one-hot__hour_16.0,one-hot__hour_17.0,one-hot__hour_18.0,one-hot__hour_19.0,one-hot__hour_20.0,one-hot__hour_21.0,one-hot__hour_22.0,one-hot__hour_23.0,minmax__CO/hr,minmax__C6H6-micgr/m3/hr,minmax__NMHC/hr,minmax__NOx-ppb/hr,minmax__NOx/hr,minmax__NO2-micgr/m3/hr,minmax__NO2/hr,minmax__03/hr,minmax__temperatura°C,minmax__umidade_relativa,minmax__umidade_absoluta
1142.0,13.8,1109.0,140.0,782.0,133.0,1789.0,1047.0,40.4,17.2,1.2774,2.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577156743620899,0.6009174311926605,0.7160356347438753,0.2569832402234637,0.40457142857142864,0.6150234741784038,0.6843317972350231,0.49,0.9337748344370861,0.10062893081761007,0.5474723182524175
1157.0,13.6,1105.0,139.0,779.0,139.0,1792.0,982.0,40.0,18.8,1.363,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953827460510327,0.5917431192660549,0.7115812917594654,0.25512104283054005,0.4011428571428572,0.6431924882629108,0.6860599078341014,0.44666666666666666,0.924944812362031,0.1207547169811321,0.5903602384889023
1274.0,21.2,1329.0,221.0,670.0,178.0,2054.0,1320.0,38.9,18.8,1.29,2.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7375455650060753,0.940366972477064,0.9610244988864142,0.40782122905027934,0.27657142857142863,0.8262910798122066,0.8369815668202765,0.672,0.9006622516556292,0.1207547169811321,0.5537852597825543
1056.0,12.0,1051.0,163.0,826.0,116.0,1758.0,1078.0,27.5,32.6,1.176,2.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4726609963547995,0.5183486238532109,0.651447661469933,0.29981378026070765,0.4548571428571429,0.5352112676056338,0.6664746543778803,0.5106666666666667,0.6490066225165563,0.2943396226415095,0.49666816974798333
1116.0,14.2,1123.0,157.0,768.0,118.0,1826.0,1235.0,26.3,34.3,1.1605,2.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.545565006075334,0.6192660550458714,0.7316258351893096,0.28864059590316576,0.3885714285714286,0.5446009389671361,0.7056451612903227,0.6153333333333333,0.6225165562913908,0.3157232704402515,0.48890224961170403
1106.0,14.2,1122.0,202.0,783.0,115.0,1813.0,1202.0,25.5,34.1,1.0968,2.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5334143377885782,0.6192660550458714,0.7305122494432071,0.37243947858473,0.40571428571428575,0.5305164319248826,0.6981566820276499,0.5933333333333334,0.6048565121412803,0.31320754716981136,0.45698682298712356
1018.0,10.4,992.0,102.0,839.0,96.0,1710.0,1103.0,24.7,39.3,1.2065,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264884568651276,0.44495412844036697,0.5857461024498886,0.186219739292365,0.4697142857142858,0.4413145539906103,0.6388248847926268,0.5273333333333333,0.58719646799117,0.3786163522012579,0.5119494964677589
919.0,7.5,880.0,70.0,915.0,86.0,1628.0,1013.0,24.2,39.5,1.1764,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3061968408262453,0.3119266055045872,0.46102449888641417,0.1266294227188082,0.5565714285714287,0.39436619718309857,0.5915898617511521,0.4673333333333334,0.576158940397351,0.38113207547169814,0.4968685805902099
807.0,3.5,681.0,41.0,1092.0,65.0,1435.0,765.0,24.8,37.8,1.1639,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17010935601458077,0.12844036697247704,0.2394209354120267,0.07262569832402235,0.7588571428571429,0.29577464788732394,0.48041474654377886,0.30200000000000005,0.5894039735099338,0.359748427672956,0.49060574177062977
789.0,2.6,623.0,36.0,1146.0,53.0,1407.0,663.0,22.0,44.3,1.1553,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14823815309842037,0.0871559633027523,0.17483296213808464,0.0633147113594041,0.8205714285714287,0.23943661971830987,0.46428571428571425,0.234,0.5275938189845475,0.44150943396226416,0.48629690866275865
825.0,4.0,709.0,68.0,1050.0,74.0,1491.0,813.0,19.3,51.4,1.1364,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19198055893074117,0.1513761467889908,0.2706013363028953,0.1229050279329609,0.7108571428571431,0.3380281690140845,0.5126728110599079,0.3340000000000001,0.467991169977925,0.5308176100628931,0.4768274963675535
912.0,7.0,858.0,92.0,923.0,69.0,1608.0,894.0,19.8,50.4,1.1525,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976913730255163,0.2889908256880734,0.43652561247216026,0.16759776536312848,0.5657142857142858,0.3145539906103286,0.5800691244239631,0.388,0.479028697571744,0.5182389937106918,0.4848940327671728
1250.0,21.5,1336.0,298.0,632.0,148.0,2104.0,1506.0,25.6,35.8,1.1548,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083839611178614,0.9541284403669723,0.9688195991091314,0.5512104283054003,0.23314285714285715,0.6854460093896714,0.8657834101382489,0.796,0.6070640176600443,0.3345911949685535,0.4860463951099755
1096.0,13.1,1087.0,120.0,801.0,111.0,1759.0,910.0,35.9,19.6,1.1422,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212636695018226,0.5688073394495412,0.6915367483296214,0.21973929236499068,0.4262857142857143,0.5117370892018779,0.6670506912442398,0.3986666666666667,0.8344370860927153,0.1308176100628931,0.47973345357983876
1093.0,13.3,1094.0,108.0,797.0,110.0,1769.0,912.0,37.2,18.2,1.1389,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5176184690157958,0.5779816513761468,0.6993318485523384,0.1973929236499069,0.42171428571428576,0.5070422535211268,0.6728110599078341,0.4,0.8631346578366447,0.11320754716981132,0.47808006413146953
1027.0,12.5,1066.0,109.0,837.0,110.0,1689.0,814.0,37.3,16.6,1.0435,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43742405832320774,0.5412844036697246,0.6681514476614699,0.19925512104283055,0.46742857142857147,0.5070422535211268,0.6267281105990783,0.33466666666666667,0.8653421633554084,0.09308176100628934,0.43028207826043396
1026.0,13.0,1085.0,124.0,848.0,116.0,1654.0,1341.0,37.4,14.9,0.9413,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4362089914945321,0.5642201834862385,0.6893095768374163,0.2271880819366853,0.48000000000000004,0.5352112676056338,0.6065668202764978,0.686,0.8675496688741722,0.07169811320754718,0.3790771080715467
1015.0,12.3,1062.0,127.0,877.0,120.0,1668.0,847.0,36.4,15.1,0.9005,5.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228432563791008,0.5321100917431192,0.66369710467706,0.23277467411545624,0.5131428571428573,0.5539906103286385,0.61463133640553,0.3566666666666667,0.8454746136865342,0.07421383647798743,0.3586352021644371
1028.0,15.2,1155.0,185.0,832.0,142.0,1691.0,925.0,35.4,14.7,0.8323,5.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4386391251518832,0.665137614678899,0.767260579064588,0.34078212290502796,0.4617142857142858,0.6572769953051643,0.6278801843317972,0.40866666666666673,0.8233995584988962,0.06918238993710693,0.3244651535648079
1074.0,19.1,1270.0,230.0,776.0,146.0,1833.0,1087.0,34.2,14.2,0.7502,5.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4945321992709598,0.8440366972477064,0.8953229398663697,0.4245810055865922,0.39771428571428574,0.676056338028169,0.7096774193548387,0.5166666666666667,0.7969094922737308,0.06289308176100628,0.2833308281978055
1124.0,19.7,1289.0,265.0,765.0,153.0,1863.0,1132.0,31.1,18.7,0.8302,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5552855407047387,0.8715596330275228,0.9164810690423163,0.4897579143389199,0.3851428571428572,0.7089201877934272,0.7269585253456221,0.5466666666666666,0.728476821192053,0.11949685534591195,0.3234129966431184
1111.0,18.6,1256.0,261.0,765.0,158.0,1851.0,1197.0,29.1,22.0,0.8702,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5394896719319561,0.8211009174311926,0.8797327394209354,0.4823091247672253,0.3851428571428572,0.7323943661971831,0.7200460829493087,0.59,0.6843267108167771,0.1610062893081761,0.34345408086577484
1062.0,16.1,1183.0,219.0,794.0,140.0,1731.0,1229.0,27.2,22.5,0.7962,5.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4799513973268529,0.7064220183486238,0.7984409799554565,0.40409683426443205,0.4182857142857143,0.647887323943662,0.650921658986175,0.6113333333333334,0.642384105960265,0.16729559748427672,0.30637807505386044
1072.0,15.0,1148.0,180.0,805.0,127.0,1683.0,1171.0,25.3,24.6,0.7796,5.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4921020656136087,0.6559633027522935,0.7594654788418708,0.33147113594040967,0.4308571428571429,0.5868544600938967,0.6232718894009217,0.5726666666666667,0.6004415011037528,0.1937106918238994,0.298061025101458
936.0,7.3,871.0,108.0,990.0,97.0,1430.0,921.0,24.9,27.2,0.8429,5.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32685297691373016,0.3027522935779816,0.4510022271714922,0.1973929236499069,0.6422857142857143,0.4460093896713615,0.4775345622119816,0.406,0.5916114790286976,0.22641509433962267,0.3297760408838118
988.0,8.9,937.0,98.0,894.0,91.0,1543.0,1008.0,23.5,32.2,0.922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39003645200486015,0.3761467889908257,0.5244988864142538,0.1787709497206704,0.5325714285714287,0.41784037558685444,0.5426267281105992,0.46399999999999997,0.5607064017660044,0.289308176100629,0.36940728493411495
924.0,6.6,839.0,57.0,957.0,68.0,1453.0,849.0,23.5,32.7,0.9349,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31227217496962323,0.2706422018348624,0.41536748329621376,0.10242085661080075,0.6045714285714288,0.30985915492957744,0.49078341013824883,0.358,0.5607064017660044,0.2955974842767296,0.3758705345959216
839.0,4.3,725.0,36.0,1052.0,52.0,1368.0,668.0,24.1,32.0,0.9467,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20899149453219923,0.16513761467889906,0.2884187082405345,0.0633147113594041,0.7131428571428573,0.2347417840375587,0.4418202764976959,0.2373333333333333,0.5739514348785872,0.2867924528301887,0.3817826544416053
853.0,4.1,716.0,45.0,1047.0,58.0,1414.0,707.0,20.8,40.2,0.9725,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22600243013365728,0.15596330275229353,0.2783964365256124,0.08007448789571694,0.7074285714285715,0.2629107981220657,0.4683179723502305,0.2633333333333333,0.501103752759382,0.38993710691823913,0.3947091537652187
918.0,6.0,810.0,87.0,936.0,78.0,1524.0,939.0,18.8,46.6,1.0027,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30498177399756987,0.24311926605504583,0.38307349665924273,0.15828677839851024,0.5805714285714287,0.3568075117370892,0.5316820276497696,0.41800000000000004,0.456953642384106,0.47044025157232716,0.40984017235332426
890.0,5.6,791.0,62.0,950.0,61.0,1489.0,886.0,19.8,46.0,1.0524,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27095990279465354,0.22477064220183482,0.3619153674832962,0.111731843575419,0.5965714285714288,0.27699530516431925,0.5115207373271891,0.3826666666666667,0.479028697571744,0.4628930817610063,0.434741219499975
865.0,4.8,752.0,65.0,996.0,64.0,1451.0,837.0,21.3,42.3,1.0625,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24058323207776422,0.18807339449541283,0.3184855233853007,0.11731843575418995,0.6491428571428572,0.29107981220657275,0.48963133640552997,0.35,0.512141280353201,0.41635220125786165,0.4398015932661957
1003.0,8.9,937.0,125.0,850.0,81.0,1622.0,1005.0,21.3,41.8,1.0449,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40826245443499387,0.3761467889908257,0.5244988864142538,0.22905027932960895,0.4822857142857144,0.3708920187793427,0.5881336405529953,0.46199999999999997,0.512141280353201,0.410062893081761,0.43098351620822684
1123.0,13.1,1088.0,157.0,746.0,92.0,1789.0,1191.0,24.0,36.6,1.0772,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554070473876063,0.5688073394495412,0.6926503340757239,0.28864059590316576,0.3634285714285715,0.4225352112676056,0.6843317972350231,0.586,0.5717439293598234,0.3446540880503145,0.4471666917180219
1146.0,14.1,1119.0,171.0,746.0,101.0,1823.0,1200.0,27.2,30.7,1.0884,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5820170109356014,0.6146788990825687,0.7271714922048996,0.31471135940409684,0.3634285714285715,0.4647887323943662,0.7039170506912442,0.592,0.642384105960265,0.2704402515723271,0.4527781953003658
1110.0,11.2,1021.0,119.0,820.0,96.0,1724.0,971.0,32.3,23.6,1.1271,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5382746051032806,0.48165137614678893,0.6180400890868597,0.21787709497206703,0.448,0.4413145539906103,0.646889400921659,0.43933333333333335,0.7549668874172185,0.18113207547169816,0.4721679442857859
1126.0,10.0,979.0,110.0,849.0,101.0,1700.0,907.0,31.9,25.8,1.2023,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5577156743620898,0.42660550458715596,0.5712694877505567,0.2011173184357542,0.48114285714285715,0.4647887323943662,0.6330645161290323,0.3966666666666667,0.7461368653421634,0.20880503144654092,0.50984518262438
1067.0,9.6,962.0,95.0,860.0,91.0,1658.0,802.0,35.1,21.8,1.2093,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4860267314702308,0.40825688073394495,0.552338530066815,0.17318435754189945,0.4937142857142858,0.41784037558685444,0.6088709677419355,0.32666666666666666,0.8167770419426049,0.1584905660377359,0.5133523723633449
1008.0,7.2,866.0,58.0,937.0,68.0,1573.0,695.0,36.0,20.5,1.1995,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143377885783718,0.2981651376146789,0.4454342984409799,0.1042830540037244,0.5817142857142859,0.30985915492957744,0.5599078341013826,0.2553333333333333,0.8366445916114791,0.1421383647798742,0.5084423067287941
1062.0,8.6,924.0,69.0,892.0,76.0,1683.0,777.0,37.0,20.1,1.2423,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799513973268529,0.3623853211009174,0.510022271714922,0.12476722532588455,0.5302857142857145,0.3474178403755868,0.6232718894009217,0.31000000000000005,0.858719646799117,0.13710691823899376,0.5298862668470364
1082.0,9.0,939.0,76.0,869.0,84.0,1678.0,818.0,36.4,21.0,1.2515,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042527339003645,0.38073394495412843,0.5267260579064587,0.1378026070763501,0.504,0.38497652582159625,0.6203917050691243,0.3373333333333334,0.8454746136865342,0.14842767295597484,0.5344957162182474
1042.0,7.9,897.0,63.0,901.0,76.0,1605.0,681.0,35.2,22.6,1.267,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45565006075334125,0.3302752293577982,0.4799554565701558,0.11359404096834265,0.5405714285714287,0.3474178403755868,0.5783410138248848,0.24599999999999997,0.8189845474613687,0.1685534591194969,0.5422616363545267
1022.0,6.2,823.0,51.0,964.0,61.0,1599.0,631.0,32.5,27.6,1.3229,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.43134872417982983,0.25229357798165136,0.39755011135857454,0.09124767225325885,0.6125714285714288,0.27699530516431925,0.5748847926267282,0.21266666666666664,0.7593818984547462,0.23144654088050318,0.5702690515556892
1024.0,6.3,828.0,46.0,936.0,52.0,1601.0,641.0,29.1,35.1,1.3919,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43377885783718095,0.25688073394495414,0.4031180400890868,0.08193668528864059,0.5805714285714287,0.2347417840375587,0.5760368663594471,0.21933333333333335,0.6843267108167771,0.3257861635220126,0.6048399218397715
1048.0,6.3,828.0,52.0,922.0,59.0,1618.0,683.0,26.9,39.7,1.3898,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4629404617253948,0.25688073394495414,0.4031180400890868,0.0931098696461825,0.5645714285714287,0.2676056338028169,0.5858294930875576,0.24733333333333332,0.6357615894039735,0.3836477987421384,0.6037877649180821
1153.0,11.2,1022.0,84.0,765.0,89.0,1806.0,1013.0,26.1,42.2,1.4039,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5905224787363305,0.48165137614678893,0.6191536748329621,0.1527001862197393,0.3851428571428572,0.4084507042253521,0.6941244239631337,0.4673333333333334,0.6181015452538632,0.41509433962264164,0.6108522471065685
1195.0,12.8,1077.0,130.0,731.0,113.0,1860.0,1151.0,25.5,43.8,1.4095,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6415552855407046,0.5550458715596329,0.6804008908685969,0.2383612662942272,0.34628571428571436,0.5211267605633803,0.7252304147465438,0.5593333333333333,0.6048565121412803,0.43522012578616354,0.6136579988977404
1245.0,13.2,1091.0,147.0,734.0,112.0,1870.0,1134.0,24.9,45.6,1.4135,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7023086269744835,0.5733944954128439,0.6959910913140311,0.27001862197392923,0.3497142857142858,0.5164319248826291,0.7309907834101383,0.548,0.5916114790286976,0.4578616352201259,0.615662107320006
1086.0,9.2,946.0,126.0,847.0,89.0,1729.0,945.0,25.2,45.2,1.4262,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5091130012150668,0.3899082568807339,0.5345211581291759,0.2309124767225326,0.4788571428571429,0.4084507042253521,0.6497695852534562,0.42200000000000004,0.598233995584989,0.4528301886792454,0.6220251515606994
